location,size,total_sqft,bath,price,bhk,price_per_sqft
Anantapura,2 BHK,1200,2,37,2,3083.333333
Anekal,2 Bedroom,1200,1,36,2,3000
Whitefield,3 BHK,1870,3,138,3,7379.679144
Panathur,2 BHK,1199,2,86,2,7172.64387
Prakruthi Township,6 Bedroom,800,8,150,6,18750
Doddakallasandra,3 BHK,1360,2,54.4,3,4000
Babusapalaya,3 BHK,1230,3,53,3,4308.943089
Hosahalli Extension,3 BHK,2000,3,120,3,6000
Kasturi Nagar,4 Bedroom,1200,4,250,4,20833.33333
Kundalahalli,2 BHK,1047,2,83,2,7927.411652
Electronic City Phase II,4 Bedroom,6000,4,260,4,4333.333333
Ramamurthy Nagar,2 Bedroom,1200,2,76,2,6333.333333
Kengeri Satellite Town,2 BHK,1302.5,2,44.285,2,3400
Kengeri,2 BHK,725,2,30,2,4137.931034
Jakkur,3 BHK,1645,3,100,3,6079.027356
Sultan Palaya,2 BHK,870,2,65,2,7471.264368
Marathahalli,2 BHK,1026,2,49.95,2,4868.421053
Bennigana Halli,3 BHK,2000,3,145,3,7250
Cooke Town,2 BHK,1710,2,200,2,11695.90643
Hosur Road,3 BHK,1766,3,130,3,7361.268403
Makali,1 BHK,500,1,15,1,3000
JP Nagar,2 BHK,1100,1,15,2,1363.636364
Jigani,3 BHK,1221,3,52,3,4258.804259
Rachenahalli,1 BHK,680,1,46,1,6764.705882
Sarjapur  Road,2 BHK,1278,2,90,2,7042.253521
Kodichikkanahalli,2 BHK,1025,2,66,2,6439.02439
Whitefield,2 BHK,1175,2,39,2,3319.148936
Sarjapur  Road,2 BHK,975,2,28.275,2,2900
6th Phase JP Nagar,1 Bedroom,600,1,75,1,12500
Seethappa Layout,2 BHK,850,2,42,2,4941.176471
Anjanapura,2 BHK,710,2,25,2,3521.126761
Huskur,2 BHK,1165,2,33.64,2,2887.553648
Sarjapur,1 BHK,625,1,19,1,3040
Kaggadasapura,3 BHK,1340,3,66,3,4925.373134
Ananth Nagar,2 BHK,937,2,35,2,3735.325507
Lakkasandra,7 Bedroom,1500,6,210,7,14000
JP Nagar,1 BHK,750,1,52.5,1,7000
Shampura,3 BHK,1475,3,78,3,5288.135593
Singapura Village,4 Bedroom,2230,4,130,4,5829.596413
Jnanabharathi Layout,4 Bedroom,2200,5,100,4,4545.454545
Mysore Road,2 Bedroom,900,2,65,2,7222.222222
Electronic City Phase II,2 BHK,1116,2,37,2,3315.412186
Hoodi,2 BHK,948,2,75,2,7911.392405
R.T. Nagar,2 BHK,970,2,55,2,5670.103093
Akshayanagara East,3 BHK,1519,3,67.23,3,4425.938117
Thanisandra,3 BHK,1200,2,65,3,5416.666667
Bhoganhalli,3 BHK,1760,3,127,3,7215.909091
Whitefield,4 Bedroom,4400,5,525,4,11931.81818
Sahakara Nagar,3 BHK,1914,3,179,3,9352.142111
Budigere,3 BHK,1820,3,85.5,3,4697.802198
Budigere,3 BHK,1820,3,93,3,5109.89011
Kalena Agrahara,3 BHK,1565,3,78,3,4984.025559
Begur Road,2 BHK,1334,2,42.69,2,3200.149925
Sarakki Nagar,2 BHK,924,2,76.23,2,8250
Jigani,2 BHK,914,2,49,2,5361.050328
Kengeri,1 BHK,500,1,17,1,3400
Yelahanka,3 BHK,2145,3,125,3,5827.505828
Yelahanka,5 Bedroom,1200,5,162,5,13500
Electronic City,3 BHK,1650,3,100,3,6060.606061
Marathahalli,4 BHK,3940,4,220,4,5583.756345
Electronic City,2 BHK,1020,2,29.45,2,2887.254902
Basaveshwara Nagar,2 BHK,1180,2,58,2,4915.254237
Ulsoor,2 BHK,1255,2,120,2,9561.752988
Langford Gardens,3 BHK,2777.29,5,650,3,23404.10976
Bommasandra,2 BHK,1014,2,35,2,3451.676529
Shampura,4 Bedroom,920,2,90,4,9782.608696
Attibele,2 BHK,695,1,25,2,3597.122302
Prithvi Layout,3 Bedroom,2273,4,220,3,9678.838539
GM Palaya,2 BHK,1140,2,48.95,2,4293.859649
Giri Nagar,6 Bedroom,3000,4,375,6,12500
Whitefield,2 BHK,1180,2,41,2,3474.576271
Begur Road,4 BHK,2400,4,152,4,6333.333333
Attibele,2 BHK,850,1,25,2,2941.176471
Banashankari,2 BHK,1200,2,60,2,5000
"Bellandur, ",4 BHK,3160,4,206,4,6518.987342
Hoodi,3 BHK,1769,3,96.87,3,5475.975127
Bhoganhalli,4 BHK,1554.3,4,131,4,8428.231358
Haralur Road,2 BHK,1243,2,46,2,3700.724055
2nd Block Jayanagar,4 Bedroom,4920,5,1150,4,23373.98374
Mallasandra,2 BHK,905,2,40,2,4419.889503
Kothanur,1 Bedroom,627,1,30,1,4784.688995
Domlur,3 BHK,2180,3,285,3,13073.3945
Frazer Town,3 BHK,2400,3,260,3,10833.33333
Marathahalli,3 BHK,1435,3,73,3,5087.108014
Jakkur,4 BHK,3405.1,6,400,4,11747.08525
Kodihalli,3 BHK,1620,3,130,3,8024.691358
Whitefield,3 BHK,1862,3,125,3,6713.2116
Kaikondrahalli,2 BHK,674,1,19.9,2,2952.522255
Marathahalli,2 BHK,1220,2,59,2,4836.065574
Haralur Road,2 BHK,1027,2,44,2,4284.323272
Electronic City,2 BHK,1025,2,49,2,4780.487805
Thanisandra,3 BHK,1430,2,54.5,3,3811.188811
Panathur,2 BHK,1235,2,65,2,5263.157895
Electronics City Phase 1,3 BHK,1291,2,32,3,2478.698683
Kanakpura Road,3 BHK,1498,3,95,3,6341.789052
Sarjapur  Road,3 BHK,2180,3,240,3,11009.17431
Electronic City,2 BHK,1000,2,29.7,2,2970
Ejipura,2 Bedroom,922,2,70,2,7592.190889
Victoria Layout,2 BHK,850,2,72,2,8470.588235
New Thippasandra,3 Bedroom,750,3,155,3,20666.66667
AECS Layout,2 BHK,1123,2,64,2,5699.020481
Raja Rajeshwari Nagar,2 BHK,1235,2,75,2,6072.874494
Kogilu,2 BHK,1250,2,55.55,2,4444
Whitefield,4 Bedroom,2403,5,360,4,14981.27341
Sarjapur  Road,2 BHK,984,2,45.91,2,4665.650407
Sarjapur  Road,2 BHK,1305,2,99,2,7586.206897
Attur Layout,2 Bedroom,1200,1,65,2,5416.666667
1st Block HRBR Layout,3 Bedroom,600,3,90,3,15000
Hebbal,4 BHK,2790,5,204,4,7311.827957
Old Madras Road,4 BHK,2010,3,125,4,6218.905473
Electronics City Phase 1,2 BHK,995,2,42,2,4221.105528
Varthur Road,2 BHK,1277,2,59,2,4620.203602
7th Phase JP Nagar,2 BHK,1236,2,61.33,2,4961.97411
Akshaya Nagar,2 BHK,1265,2,67,2,5296.442688
Gubbalala,5 BHK,2570,4,141,5,5486.381323
Hennur Road,4 Bedroom,2400,5,390,4,16250
Shikaripalya,3 BHK,1442,3,56.24,3,3900.138696
Ardendale,2 BHK,1224,2,70,2,5718.954248
Bellandur,2 BHK,1205,2,59,2,4896.26556
Richmond Town,2 BHK,1233,2,100,2,8110.300081
5th Block Hbr Layout,2 BHK,1312,2,69,2,5259.146341
Electronic City,3 BHK,1449,3,90,3,6211.180124
Yelenahalli,2 BHK,1090,2,54,2,4954.12844
Kaggadasapura,5 Bedroom,2100,5,150,5,7142.857143
Uttarahalli,3 BHK,1390,2,62.55,3,4500
JP Nagar,2 BHK,1200,2,78,2,6500
Mallasandra,4 Bedroom,600,2,50,4,8333.333333
BTM 2nd Stage,2 BHK,1000,2,58,2,5800
Devanahalli,4 Bedroom,2400,5,190,4,7916.666667
Thanisandra,3 BHK,1732,3,85.73,3,4949.769053
Banashankari,2 BHK,1290,2,80,2,6201.550388
Marasandra,3 BHK,1840,3,85,3,4619.565217
Thanisandra,3 BHK,1917,4,100,3,5216.48409
Bhuvaneshwari Nagar,2 BHK,1100,2,57,2,5181.818182
Kudlu,3 BHK,1455,2,60,3,4123.71134
Old Airport Road,4 BHK,2774,4,208,4,7498.197549
Haralur Road,5 Bedroom,1200,5,255,5,21250
 Devarachikkanahalli,3 BHK,1425,2,65,3,4561.403509
Whitefield,3 BHK,1655,3,113,3,6827.794562
Haralur Road,4 BHK,2805,5,160,4,5704.099822
R.T. Nagar,7 Bedroom,600,7,93,7,15500
AGS Layout,2 BHK,1040,2,46.79,2,4499.038462
Akshaya Nagar,2 BHK,1126,2,55,2,4884.547069
Kodichikkanahalli,6 Bedroom,1600,4,200,6,12500
Hebbal,2 BHK,1250,2,55.55,2,4444
Yelahanka,4 Bedroom,1800,4,180,4,10000
Kalkere Channasandra,2 Bedroom,1200,2,53,2,4416.666667
Ashirvad Colony,4 BHK,2050,3,100,4,4878.04878
Whitefield,1 BHK,530,1,29.44,1,5554.716981
Sarjapur,4 Bedroom,2585.5,4,139.5,4,5395.474763
Kambipura,2 BHK,883,2,37,2,4190.260476
Uttarahalli,3 BHK,1490,2,59.6,3,4000
Ramagondanahalli,2 BHK,1295,2,95,2,7335.907336
Sompura,3 BHK,1275,3,59,3,4627.45098
Doddabanahalli,2 BHK,800,2,30,2,3750
Devanahalli,1 BHK,1200,1,95,1,7916.666667
Bellandur,2 BHK,1063,2,58,2,5456.25588
Balagere,1 BHK,656,1,43,1,6554.878049
Shakthi Nagar,2 BHK,1125,2,36,2,3200
Marathahalli,2 BHK,881,2,48.06,2,5455.164586
Nayandanahalli,9 Bedroom,1350,8,200,9,14814.81481
Bisuvanahalli,2 BHK,700,1,32,2,4571.428571
AGS Layout,3 Bedroom,1936,3,110,3,5681.818182
Hosa Road,3 BHK,1680,3,101,3,6011.904762
Rayasandra,2 BHK,1253,2,57,2,4549.082203
Rajaji Nagar,3 BHK,1640,3,230,3,14024.39024
Mysore Road,3 BHK,1082,3,50,3,4621.072089
Electronic City,2 BHK,1065,2,30.75,2,2887.323944
Iblur Village,3 BHK,2100,4,145,3,6904.761905
Electronic City,2 BHK,1070,2,58,2,5420.560748
Raja Rajeshwari Nagar,3 BHK,1280,3,57.6,3,4500
6th block Koramangala,5 Bedroom,1200,5,300,5,25000
Electronic City Phase II,2 BHK,1125,2,29.25,2,2600
Sarjapur  Road,3 BHK,1755,3,122,3,6951.566952
Electronic City,2 BHK,1210,2,54,2,4462.809917
Talaghattapura,2 BHK,951,2,30.43,2,3199.789695
Electronic City,3 BHK,1500,2,75,3,5000
Coffee Board Layout,3 BHK,1652.5,3,90,3,5446.293495
Yeshwanthpur,3 BHK,1381,2,76.18,3,5516.292542
Whitefield,2 BHK,1085,2,57,2,5253.456221
Whitefield,1 BHK,905,1,50,1,5524.861878
Hennur Road,3 BHK,1685,3,95,3,5637.982196
Somasundara Palya,2 BHK,1200,2,75,2,6250
Anandapura,2 BHK,1151,2,42.9,2,3727.193745
Brookefield,4 Bedroom,3532,3,170,4,4813.137033
Kanakpura Road,3 BHK,1665,3,86.91,3,5219.81982
Kengeri Satellite Town,2 BHK,800,2,40,2,5000
Chamrajpet,2 Bedroom,1050,2,162,2,15428.57143
Rajiv Nagar,2 BHK,1030,2,46.5,2,4514.563107
Hoodi,2 BHK,1257,2,71.03,2,5650.755768
Whitefield,3 BHK,1600,3,82,3,5125
Choodasandra,3 BHK,1465,3,75,3,5119.453925
Jakkur,3 BHK,1650,3,111,3,6727.272727
Haralur Road,2 BHK,1243,2,46,2,3700.724055
Yelahanka New Town,2 Bedroom,680,1,80,2,11764.70588
Whitefield,4 Bedroom,1230,4,80,4,6504.065041
Koramangala,2 BHK,1300,2,82,2,6307.692308
KR Puram,2 BHK,1000,2,44.5,2,4450
Mahadevpura,2 BHK,1146,2,53.8,2,4694.589878
Hennagara,6 BHK,1200,6,120,6,10000
Indira Nagar,3 BHK,2601,4,312,3,11995.38639
Vishwanatha Nagenahalli,3 BHK,2159,3,110,3,5094.951366
Whitefield,2 BHK,1255,2,40,2,3187.250996
Hebbal Kempapura,2 BHK,1130,2,60,2,5309.734513
Padmanabhanagar,2 BHK,1200,2,60,2,5000
Sarjapur  Road,2 BHK,1040,2,37,2,3557.692308
TC Palaya,8 Bedroom,1500,8,150,8,10000
Byrathi Village,4 Bedroom,906,3,55,4,6070.640177
Uttarahalli,2 BHK,1180,2,41.3,2,3500
Ullal Uppanagar,7 Bedroom,1200,7,169,7,14083.33333
Govindpura,6 Bedroom,850,7,100,6,11764.70588
KR Puram,2 BHK,1200,2,47,2,3916.666667
Sarjapur  Road,3 BHK,1374,3,51,3,3711.790393
Vidyaranyapura,9 BHK,4700,10,130,9,2765.957447
Whitefield,1 BHK,630.5,1,32.15,1,5099.127676
 south,3 Bedroom,2400,2,480,3,20000
Haralur Road,2 BHK,1027,2,44,2,4284.323272
Ittamadu,5 Bedroom,1200,4,130,5,10833.33333
Jalahalli,3 BHK,2384,4,165,3,6921.14094
Electronic City,3 BHK,1033,2,28.41,3,2750.242014
Yelahanka,2 BHK,1200,2,54,2,4500
Haralur Road,3 BHK,2017,3,105,3,5205.751116
Rainbow Drive,3 Bedroom,1500,3,138,3,9200
Kamala Nagar,2 BHK,700,2,43,2,6142.857143
Shampura,6 Bedroom,1150,6,75,6,6521.73913
Kanakpura Road,3 BHK,1495,2,52.33,3,3500.334448
Kothanur,2 BHK,1302,2,68.5,2,5261.136713
Whitefield,1 BHK,905,1,52,1,5745.856354
Raja Rajeshwari Nagar,2 BHK,1303,2,55.79,2,4281.657713
Electronics City Phase 1,3 BHK,1350,3,71,3,5259.259259
Gottigere,3 BHK,1380,2,95,3,6884.057971
Harlur,3 BHK,1620,3,110,3,6790.123457
Chandapura,4 Bedroom,4800,4,250,4,5208.333333
Sarjapur  Road,2 BHK,1000,2,38.5,2,3850
Ramamurthy Nagar,3 Bedroom,800,4,88,3,11000
Thanisandra,2 BHK,1250,1,54,2,4320
3rd Block Koramangala,3 BHK,1750,3,170,3,9714.285714
Anekal,3 BHK,997,3,55,3,5516.549649
Kothanur,3 BHK,1760,3,111,3,6306.818182
Yelahanka,2 BHK,1322,2,75,2,5673.22239
Kanaka Nagar,3 Bedroom,1365,3,99,3,7252.747253
Sahakara Nagar,3 BHK,1500,3,125,3,8333.333333
Kaggadasapura,3 BHK,1256,2,50,3,3980.89172
Brookefield,2 BHK,941,2,48,2,5100.956429
Devanahalli,4 Bedroom,5000,4,465,4,9300
Kanakpura Road,3 BHK,1665,3,86.58,3,5200
Hennur Road,2 BHK,1414,2,84.18,2,5953.323904
Chikkalasandra,3 BHK,1270,2,55.25,3,4350.393701
Madiwala,3 Bedroom,800,2,80,3,10000
Kengeri Satellite Town,4 Bedroom,4100,3,300,4,7317.073171
Mathikere,6 Bedroom,1800,3,105,6,5833.333333
Pattanagere,2 BHK,850,2,35,2,4117.647059
Kanakpura Road,1 BHK,712,1,38.44,1,5398.876404
Rajaji Nagar,4 BHK,2648,5,251.5,4,9497.734139
Basaveshwara Nagar Yelahanka,3 Bedroom,900,4,180,3,20000
TC Palaya,2 Bedroom,900,2,55,2,6111.111111
Hebbal,2 BHK,1200,2,49,2,4083.333333
Kengeri Satellite Town,1 BHK,654,1,22,1,3363.914373
Peenya,2 BHK,708,1,55,2,7768.361582
Singapura Village,4 Bedroom,600,5,75,4,12500
Wilson Garden,3 BHK,1680,3,135,3,8035.714286
Jakkasandra Extension,2 BHK,990,2,58,2,5858.585859
Uttarahalli,2 BHK,1380,2,42,2,3043.478261
Hebbal,2 BHK,1088,2,62,2,5698.529412
Harlur,3 BHK,1414,3,77.5,3,5480.905233
Seshadripuram,2 BHK,1240,2,100,2,8064.516129
Ganesha Block,3 BHK,1810,3,118,3,6519.337017
4th Block Jayanagar,3 BHK,2005,3,240,3,11970.07481
Kothanur,2 BHK,1185,2,58,2,4894.514768
Whitefield,3 Bedroom,1200,3,57.15,3,4762.5
Electronic City,2 BHK,1070,2,52,2,4859.813084
Shikaripalya,2 BHK,1265,2,58,2,4584.980237
Sahakara Nagar,2 BHK,1100,2,55,2,5000
Friends Colony,2 BHK,1035,2,44,2,4251.207729
Sonnenahalli,1 BHK,614.5,1,30.715,1,4998.372661
2nd Block Jayanagar,2 BHK,1000,2,97,2,9700
Hegde Nagar,2 BHK,1179,2,49.35,2,4185.750636
Vittasandra,3 BHK,1650,3,84,3,5090.909091
Malur Hosur Road,6 Bedroom,2800,4,100,6,3571.428571
Lakshmipura Vidyaanyapura,8 Bedroom,3500,6,120,8,3428.571429
Nagaraja Garden,3 BHK,1430,3,78.65,3,5500
Marathahalli,3 BHK,1130,2,58,3,5132.743363
JP Nagar,3 BHK,1850,2,110,3,5945.945946
Hennur,3 BHK,1340,3,54.24,3,4047.761194
Nagawara Junction,2 Bedroom,600,2,30,2,5000
Banashankari,3 BHK,2582,5,250,3,9682.416731
Channasandra,2 BHK,1160,2,55,2,4741.37931
Hegganahalli,1 Bedroom,1200,2,45,1,3750
Rajanna Layout,2 BHK,1116,2,37.6,2,3369.175627
Nagarbhavi  BDA Complex,3 Bedroom,600,2,85,3,14166.66667
Sarakki Nagar,3 BHK,2663,4,338,3,12692.45212
Devasthanagalu,2 BHK,1090,2,45,2,4128.440367
JP Nagar,2 BHK,1100,2,45,2,4090.909091
Kammasandra,3 BHK,1365,2,34.13,3,2500.3663
Vijayanagar,3 BHK,1484,3,79.19,3,5336.253369
Green Glen Layout,3 BHK,1630,3,68,3,4171.779141
Whitefield,3 BHK,1451,2,52.43,3,3613.37009
Kanakpura Road,2 BHK,1330,2,107,2,8045.112782
Thanisandra,3 BHK,2127,3,135,3,6346.96756
Adityanagar,5 Bedroom,875,5,120,5,13714.28571
Hallehalli,4 Bedroom,1260,4,65,4,5158.730159
Sarjapur  Road,3 BHK,1173,2,45.75,3,3900.255754
Electronics City Phase 1,3 BHK,1445,2,56,3,3875.432526
Jayamahal Extension,4 BHK,2250,4,400,4,17777.77778
Bannerghatta Road,3 Bedroom,1500,4,239,3,15933.33333
Thanisandra,3 BHK,2336.5,3,115.89,3,4959.98288
JP Nagar,2 BHK,1197,2,47.88,2,4000
2nd Stage Nagarbhavi,4 Bedroom,1200,4,225,4,18750
Sarjapur  Road,5 BHK,3930,7,329,5,8371.501272
Kanakpura Road,3 BHK,1450,3,62.4,3,4303.448276
Whitefield,2 BHK,1187,2,37.85,2,3188.711036
Wilson Garden,6 Bedroom,4000,6,850,6,21250
Channasandra,2 BHK,1050,2,41,2,3904.761905
Panathur,3 BHK,1370,2,54.8,3,4000
Yelahanka,2 BHK,1036,2,39.37,2,3800.19305
JP Nagar,3 BHK,1275,3,41.2,3,3231.372549
Old Madras Road,4 BHK,2010,3,115,4,5721.393035
Thigalarapalya,2 BHK,1418,2,106,2,7475.317348
Thanisandra,2 BHK,1265,2,46.6,2,3683.794466
Anandapura,3 BHK,1576,3,58,3,3680.203046
Dodda Nekkundi,2 BHK,1148,2,56,2,4878.04878
Green View Layout,2 BHK,1000,2,36,2,3600
Kudlu,3 BHK,1293,2,85,3,6573.859242
TC Palaya,3 Bedroom,1200,2,66,3,5500
Munnekollal,2 BHK,1210,2,75,2,6198.347107
HSR Layout,2 BHK,1126,2,69,2,6127.886323
Sarakki Nagar,3 BHK,1840,4,175,3,9510.869565
Vidyaranyapura,3 BHK,1440,2,70,3,4861.111111
Ramamurthy Nagar,3 BHK,1300,2,52,3,4000
Thanisandra,2 BHK,1276,2,75,2,5877.742947
Gidada Konnenahalli,6 Bedroom,600,4,105,6,17500
Whitefield,2 BHK,1216,2,83,2,6825.657895
Marenahalli,1 BHK,840,1,75,1,8928.571429
Sector 1 HSR Layout,5 Bedroom,1240,5,300,5,24193.54839
Sompura,2 BHK,1126,2,39,2,3463.587922
Mysore Road,1 Bedroom,45,1,23,1,51111.11111
Raja Rajeshwari Nagar,2 BHK,1162,2,65,2,5593.803787
Whitefield,2 BHK,1301,2,65,2,4996.156802
Devanahalli,1 BHK,658,1,34,1,5167.173252
Sahakara Nagar,3 Bedroom,1350,3,250,3,18518.51852
Whitefield,3 BHK,2500,3,280,3,11200
Chandapura,3 BHK,1208.51,3,42,3,3475.353948
Raja Rajeshwari Nagar,2 BHK,1133,2,38.41,2,3390.11474
Shettigere,3 BHK,1760,2,116,3,6590.909091
Bisuvanahalli,3 BHK,1075,2,52,3,4837.209302
Sarjapur,2 BHK,940,2,25.38,2,2700
Badavala Nagar,2 BHK,1145,2,57,2,4978.165939
Bannerghatta Road,2 BHK,1302.5,2,67.73,2,5200
Rahat Bagh,4 Bedroom,3900,5,550,4,14102.5641
Omarbagh Layout,4 BHK,3317.5,5,268.5,4,8093.443858
Dasarahalli,2 BHK,1300,2,50,2,3846.153846
Malleshwaram,3 BHK,2475,4,326,3,13171.71717
6th Phase JP Nagar,3 BHK,2040,3,200,3,9803.921569
Hosakerehalli,1 Bedroom,1200,1,150,1,12500
Jigani,4 Bedroom,2420,4,190,4,7851.239669
Thubarahalli,2 BHK,1216,2,80,2,6578.947368
Tumkur Road,3 BHK,1459,2,110,3,7539.410555
Jakkur,3 BHK,1622,2,80,3,4932.182491
Kanakpura Road,3 BHK,1843,3,85,3,4612.045578
Badavala Nagar,2 BHK,1274,2,81,2,6357.927786
Chikkasandra,2 Bedroom,600,1,52,2,8666.666667
Malleshpalya,3 BHK,1430,2,69.5,3,4860.13986
Kammanahalli,4 Bedroom,1800,2,280,4,15555.55556
Begur Road,3 BHK,1565,2,57.91,3,3700.319489
 Devarabeesana Halli,3 BHK,1670,3,160,3,9580.838323
Lakshminarayana Pura,3 BHK,1695,3,150,3,8849.557522
Akshayanagara West,2 BHK,1410,2,75,2,5319.148936
Kengeri Satellite Town,2 BHK,1060,2,42,2,3962.264151
Sarjapur  Road,2 BHK,1120,2,50,2,4464.285714
Hosa Road,2 Bedroom,880,2,50,2,5681.818182
Jalahalli,2 BHK,1083,2,32.49,2,3000
Dodda Nekkundi,3 BHK,1435,3,57.2,3,3986.062718
Doddakallasandra,3 BHK,1425,2,56.99,3,3999.298246
Arekere,2 BHK,900,2,50,2,5555.555556
Escorts Colony,5 BHK,2400,5,93,5,3875
Thanisandra,1 BHK,693,1,34.3,1,4949.494949
Kengeri,3 Bedroom,600,3,90,3,15000
Electronic City,4 BHK,2435,4,119,4,4887.063655
Iblur Village,3 BHK,1920,3,150,3,7812.5
Electronic City,1 BHK,630,1,47,1,7460.31746
Bisuvanahalli,3 BHK,1075,2,50,3,4651.162791
Hulimavu,5 Bedroom,1200,5,101,5,8416.666667
Nagavarapalya,1 BHK,705,1,55,1,7801.41844
Srinivasa Nagar,3 BHK,1200,2,75.6,3,6300
Mahadevpura,2 BHK,1532,2,62,2,4046.997389
Rajiv Nagar,2 BHK,1330,2,93,2,6992.481203
3rd Block Hrbr Layout,4 Bedroom,1200,3,210,4,17500
Sarjapur  Road,3 BHK,1530,2,60,3,3921.568627
Kasavanhalli,2 BHK,1105,2,42,2,3800.904977
1st Phase JP Nagar,2 Bedroom,1566,2,180,2,11494.25287
Harlur,3 BHK,1630,3,95.1,3,5834.355828
5th Phase JP Nagar,2 BHK,1256,2,62.8,2,5000
Banashankari,6 BHK,1200,6,180,6,15000
Brookefield,3 BHK,1595,2,75,3,4702.194357
7th Phase JP Nagar,2 BHK,1000,2,53,2,5300
Poorna Pragna Layout,3 BHK,1475,2,58.99,3,3999.322034
"asha township, off hennur road",5 Bedroom,2400,5,285,5,11875
Electronic City Phase II,2 BHK,1000,2,28.88,2,2888
1A Block Koramangala,4 Bedroom,2360,4,650,4,27542.37288
Uttarahalli,3 BHK,1737,2,95,3,5469.19977
Electronic City Phase II,2 BHK,1000,2,28.88,2,2888
Near International Airport,4 BHK,2100,4,150,4,7142.857143
Hosakerehalli,8 Bedroom,3600,6,145,8,4027.777778
Mysore Road,2 BHK,883,2,50,2,5662.514156
Haralur Road,2 BHK,1243,2,46,2,3700.724055
BTM Layout,3 BHK,1776,2,75,3,4222.972973
Anjanapura,3 BHK,1347,2,37.72,3,2800.296956
Whitefield,3 BHK,1330,2,55,3,4135.338346
Sector 1 HSR Layout,2 Bedroom,600,2,120,2,20000
Rajaji Nagar,4 BHK,3730,4,370,4,9919.571046
Harlur,3 BHK,1459,3,135,3,9252.912954
Thanisandra,4 BHK,2259,5,135,4,5976.095618
JP Nagar,7 Bedroom,2700,4,160,7,5925.925926
Gubbalala,2 BHK,1008,2,32.25,2,3199.404762
NTI Layout,2 BHK,1200,2,52.5,2,4375
Vasanth nagar,4 BHK,2328,4,528,4,22680.41237
BTM 1st Stage,7 Bedroom,600,7,110,7,18333.33333
Electronic City,2 BHK,660,1,15.5,2,2348.484848
Rajaji Nagar,3 BHK,1800,2,250,3,13888.88889
Rajaji Nagar,4 BHK,3100,4,550,4,17741.93548
Yelahanka,2 BHK,1405,2,50.58,2,3600
Yelahanka,1 BHK,602,1,26,1,4318.936877
Marathahalli,3 BHK,1710,3,100,3,5847.953216
JP Nagar,3 BHK,1500,2,82,3,5466.666667
Glass Factory Layout,3 BHK,1539,3,60,3,3898.635478
Fraser town,6 Bedroom,806,3,128,6,15880.8933
Judicial Layout,3 BHK,1100,2,53,3,4818.181818
Raja Rajeshwari Nagar,2 BHK,1151,2,49,2,4257.16768
Dasappa Layout,2 BHK,920,2,46,2,5000
Kathriguppe,3 BHK,1350,3,78.3,3,5800
Bannerghatta Road,2 BHK,1200,2,65,2,5416.666667
Thanisandra,2 BHK,1265,2,78,2,6166.007905
Chelekare,8 Bedroom,600,6,60,8,10000
Sarjapur  Road,3 BHK,1700,3,93.5,3,5500
Ramamurthy Nagar,3 Bedroom,1600,3,75,3,4687.5
4th T block Jayanagar,4 Bedroom,1550,4,120,4,7741.935484
R.T. Nagar,3 BHK,1560,3,125,3,8012.820513
Horamavu Agara,6 Bedroom,1000,5,98,6,9800
Haralur Road,2 BHK,1243,2,46,2,3700.724055
Raja Rajeshwari Nagar,4 Bedroom,1200,4,160,4,13333.33333
Sarjapur  Road,3 BHK,1403,3,56,3,3991.4469
Doddakallasandra,2 BHK,1010,2,40.39,2,3999.009901
Tumkur Road,3 BHK,1416,3,94,3,6638.418079
Kanakpura Road,2 BHK,1628,2,68,2,4176.904177
Chamrajpet,4 Bedroom,1660.4,4,211,4,12707.78126
7th Phase JP Nagar,3 BHK,1680,3,125,3,7440.47619
Doddathoguru,3 BHK,1595,3,62,3,3887.147335
Kanakpura Road,3 BHK,1507,2,95,3,6303.915063
Frazer Town,3 BHK,2560,3,288,3,11250
Hennur Road,3 BHK,1949,3,133,3,6824.012314
BTM 2nd Stage,2 Bedroom,800,2,175,2,21875
Electronic City Phase II,2 BHK,1000,2,28.88,2,2888
Sonam Layout,2 BHK,905,2,50,2,5524.861878
Hosakerehalli,3 BHK,2480,3,245,3,9879.032258
CR Layout,3 BHK,1495,3,200,3,13377.92642
Kaikondrahalli,3 BHK,1605,3,105,3,6542.056075
Bommanahalli,2 BHK,1290,2,73,2,5658.914729
Yelahanka,2 BHK,1100,2,60,2,5454.545455
Vishveshwarya Layout,6 BHK,2100,6,92,6,4380.952381
Electronics City Phase 1,2 BHK,995,2,49.8,2,5005.025126
Banashankari Stage II,2 Bedroom,500,2,55,2,11000
Rajaji Nagar,4 BHK,3526,4,598,4,16959.72774
Gottigere,3 BHK,1425,2,47,3,3298.245614
BTM 4th Stage,3 BHK,1455,2,55,3,3780.068729
Jalahalli West,1 BHK,550,1,23,1,4181.818182
Uttarahalli,3 BHK,1385,2,48.48,3,3500.361011
Vishveshwarya Layout,4 Bedroom,7000,4,210,4,3000
Srinivasa Nagar,5 BHK,4000,3,130,5,3250
Gollahalli,2 BHK,1060,2,53,2,5000
AGS Layout,3 BHK,1080,2,75,3,6944.444444
HBR Layout,3 BHK,1783,3,125,3,7010.656197
Haralur Road,3 BHK,1520,2,90,3,5921.052632
Sarjapur  Road,2 BHK,1060,2,55,2,5188.679245
Raja Rajeshwari Nagar,2 BHK,1267,2,54.35,2,4289.660616
Whitefield,2 BHK,1155,2,55,2,4761.904762
Karuna Nagar,3 Bedroom,2500,3,180,3,7200
Bannerghatta Road,2 BHK,1240,2,65,2,5241.935484
